case,solve_sequence,method,l,selected_indices,pair_coverage_value,n_captured_routes,has_improving_route,unrestricted_best_rc,restricted_best_rc,normalized_rc_regret,contains_unrestricted_best
n15_sc3_s43_ms4,28,pair_travel_050,8,1;2;3;4;9;10;11;12,17482.262794497216,1,true,-200.0,-200.0,0.0,true
n15_sc3_s43_ms4,28,pair_travel_100,8,1;2;3;4;5;9;10;12,531.7607869734375,1,true,-200.0,-200.0,0.0,true
n15_sc3_s43_ms4,28,theta4_pair,8,1;2;3;5;8;9;10;11,46380.3624624645,1,true,-200.0,-200.0,0.0,true
n15_sc3_s43_ms4,28,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,17482.262794497216,1,true,-200.0,-200.0,0.0,true
n15_sc3_s43_ms4,29,marginal_rho,8,1;2;3;5;10;11;12;15,46069.12975534395,0,false,-200.00000000000364,,,false
n15_sc3_s43_ms4,29,theta_load,8,1;2;3;9;10;11;12;15,46109.97190881116,1,true,-200.00000000000364,-200.00000000000364,0.0,true
n15_sc3_s43_ms4,29,pair,8,1;2;3;4;5;7;8;10,46430.484466261914,0,false,-200.00000000000364,,,false
n15_sc3_s43_ms4,29,pair_travel_025,8,1;2;3;4;9;10;11;12,29211.799927628585,1,true,-200.00000000000364,-200.00000000000364,0.0,true
n15_sc3_s43_ms4,29,pair_travel_050,8,1;2;3;4;9;10;11;12,17482.262794497216,1,true,-200.00000000000364,-200.00000000000364,0.0,true
n15_sc3_s43_ms4,29,pair_travel_100,8,1;2;3;4;5;9;10;12,531.7607869734375,1,true,-200.00000000000364,-200.00000000000364,0.0,true
n15_sc3_s43_ms4,29,theta4_pair,8,1;2;3;5;8;9;10;11,46380.3624624645,1,true,-200.00000000000364,-200.00000000000364,0.0,true
n15_sc3_s43_ms4,29,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,17482.262794497216,1,true,-200.00000000000364,-200.00000000000364,0.0,true
